A = 0000, B = 0000, Cin = 0, Cout = 0, S = 0000
A = 5555, B = 7707, Cin = 0, Cout = 0, S = cc5c
A = 5555, B = 661e, Cin = 0, Cout = 0, S = bb73
A = 5555, B = aa27, Cin = 0, Cout = 0, S = ff7c
A = 5555, B = 9475, Cin = 0, Cout = 0, S = e9ca
A = 5555, B = 3cb2, Cin = 0, Cout = 0, S = 9207
A = 5555, B = 5b5d, Cin = 0, Cout = 0, S = b0b2
A = 5555, B = 2875, Cin = 0, Cout = 0, S = 7dca
A = 5555, B = ab6b, Cin = 0, Cout = 1, S = 00c0
A = 5555, B = 1bcd, Cin = 0, Cout = 0, S = 7122
A = 5555, B = 8f61, Cin = 0, Cout = 0, S = e4b6
A = 5555, B = ef5c, Cin = 0, Cout = 1, S = 44b1
A = 5555, B = e08c, Cin = 0, Cout = 1, S = 35e1
A = 5555, B = be66, Cin = 0, Cout = 1, S = 13bb
A = 5555, B = a2ce, Cin = 0, Cout = 0, S = f823
A = 5555, B = 71b2, Cin = 0, Cout = 0, S = c707
A = 5555, B = a50d, Cin = 0, Cout = 0, S = fa62
A = 5555, B = 6c3f, Cin = 0, Cout = 0, S = c194
A = 5555, B = 5b04, Cin = 0, Cout = 0, S = b059
A = 5555, B = d88a, Cin = 0, Cout = 1, S = 2ddf
A = 5555, B = 1321, Cin = 0, Cout = 0, S = 6876
A = 5555, B = 5183, Cin = 0, Cout = 0, S = a6d8
A = 5555, B = 90a4, Cin = 0, Cout = 0, S = e5f9
A = 5555, B = e310, Cin = 0, Cout = 1, S = 3865
A = 5555, B = 3e8c, Cin = 0, Cout = 0, S = 93e1
A = 5555, B = 5ce3, Cin = 0, Cout = 0, S = b238
A = 5555, B = 1d12, Cin = 0, Cout = 0, S = 7267
A = 5555, B = 869d, Cin = 0, Cout = 0, S = dbf2
A = 5555, B = 4cad, Cin = 0, Cout = 0, S = a202
A = 5555, B = 7940, Cin = 0, Cout = 0, S = ce95
A = 5555, B = 0b63, Cin = 0, Cout = 0, S = 60b8
A = 5555, B = d71b, Cin = 0, Cout = 1, S = 2c70
A = 5555, B = 654c, Cin = 0, Cout = 0, S = baa1
A = 5555, B = 8c4a, Cin = 0, Cout = 0, S = e19f
A = 5555, B = 60c5, Cin = 0, Cout = 0, S = b61a
A = 5555, B = 0de9, Cin = 0, Cout = 0, S = 633e
A = 5555, B = 3472, Cin = 0, Cout = 0, S = 89c7
A = 5555, B = 6930, Cin = 0, Cout = 0, S = be85
A = 5555, B = 84f7, Cin = 0, Cout = 0, S = da4c
A = 5555, B = 363d, Cin = 0, Cout = 0, S = 8b92
A = 5555, B = 62e7, Cin = 0, Cout = 0, S = b83c
A = 5555, B = 0c50, Cin = 0, Cout = 0, S = 61a5
A = 5555, B = b32c, Cin = 0, Cout = 1, S = 0881
A = 5555, B = 22da, Cin = 0, Cout = 0, S = 782f
A = 5555, B = 27f2, Cin = 0, Cout = 0, S = 7d47
A = 5555, B = 95af, Cin = 0, Cout = 0, S = eb04
A = 5555, B = c86f, Cin = 0, Cout = 1, S = 1dc4
A = 5555, B = 24bd, Cin = 0, Cout = 0, S = 7a12
A = 5555, B = 3eed, Cin = 0, Cout = 0, S = 9442
A = 5555, B = 68bd, Cin = 0, Cout = 0, S = be12
A = 5555, B = 85ce, Cin = 0, Cout = 0, S = db23
A = 5555, B = 9c7e, Cin = 0, Cout = 0, S = f1d3
A = 5555, B = db66, Cin = 0, Cout = 1, S = 30bb
A = 5555, B = a641, Cin = 0, Cout = 0, S = fb96
A = 5555, B = 75a8, Cin = 0, Cout = 0, S = cafd
A = 5555, B = d548, Cin = 0, Cout = 1, S = 2a9d
A = 5555, B = 31f9, Cin = 0, Cout = 0, S = 874e
A = 5555, B = a33c, Cin = 0, Cout = 0, S = f891
A = 5555, B = 0421, Cin = 0, Cout = 0, S = 5976
A = 5555, B = c0c2, Cin = 0, Cout = 1, S = 1617
A = 5555, B = f89a, Cin = 0, Cout = 1, S = 4def
A = 5555, B = 173e, Cin = 0, Cout = 0, S = 6c93
A = 5555, B = 4a0b, Cin = 0, Cout = 0, S = 9f60
A = 5555, B = cdf5, Cin = 0, Cout = 1, S = 234a
A = 5555, B = 415a, Cin = 0, Cout = 0, S = 96af
A = 5555, B = 9bbe, Cin = 0, Cout = 0, S = f113
A = 5555, B = d3ad, Cin = 0, Cout = 1, S = 2902
A = 5555, B = 7290, Cin = 0, Cout = 0, S = c7e5
A = 5555, B = eea6, Cin = 0, Cout = 1, S = 43fb
A = 5555, B = 433d, Cin = 0, Cout = 0, S = 9892
A = 5555, B = c25e, Cin = 0, Cout = 1, S = 17b3
A = 5555, B = db5b, Cin = 0, Cout = 1, S = 30b0
A = 5555, B = a379, Cin = 0, Cout = 0, S = f8ce
A = 5555, B = 9d09, Cin = 0, Cout = 0, S = f25e
A = 5555, B = 746c, Cin = 0, Cout = 0, S = c9c1
A = 5555, B = f884, Cin = 0, Cout = 1, S = 4dd9
A = 5555, B = 860a, Cin = 0, Cout = 0, S = db5f
A = 5555, B = 9363, Cin = 0, Cout = 0, S = e8b8
A = 5555, B = 8712, Cin = 0, Cout = 0, S = dc67
A = 5555, B = 62f7, Cin = 0, Cout = 0, S = b84c
A = 5555, B = 3278, Cin = 0, Cout = 0, S = 87cd
A = ffff, B = 0000, Cin = 0, Cout = 0, S = ffff
A = ffff, B = 0001, Cin = 0, Cout = 1, S = 0000
A = ffff, B = 1111, Cin = 0, Cout = 1, S = 1110
A = ffff, B = aaaa, Cin = 0, Cout = 1, S = aaa9
A = ffff, B = 5555, Cin = 0, Cout = 1, S = 5554
A = ffff, B = ffff, Cin = 0, Cout = 1, S = fffe
A = ffff, B = ff00, Cin = 0, Cout = 1, S = feff
A = ffff, B = 00ff, Cin = 0, Cout = 1, S = 00fe
A = ffff, B = 7fff, Cin = 0, Cout = 1, S = 7ffe
A = ffff, B = 8000, Cin = 0, Cout = 1, S = 7fff
A = ffff, B = f9e8, Cin = 0, Cout = 1, S = f9e7
A = ffff, B = c91b, Cin = 0, Cout = 1, S = c91a
A = ffff, B = fa50, Cin = 0, Cout = 1, S = fa4f
A = ffff, B = 92a3, Cin = 0, Cout = 1, S = 92a2
A = ffff, B = b84e, Cin = 0, Cout = 1, S = b84d
A = ffff, B = 7da2, Cin = 0, Cout = 1, S = 7da1
A = ffff, B = 05a5, Cin = 0, Cout = 1, S = 05a4
A = ffff, B = 6ea1, Cin = 0, Cout = 1, S = 6ea0
A = ffff, B = 6740, Cin = 0, Cout = 1, S = 673f
A = ffff, B = aa06, Cin = 0, Cout = 1, S = aa05
A = ffff, B = 7707, Cin = 0, Cout = 1, S = 7706
A = ffff, B = 661e, Cin = 0, Cout = 1, S = 661d
A = ffff, B = aa27, Cin = 0, Cout = 1, S = aa26
A = ffff, B = 9475, Cin = 0, Cout = 1, S = 9474
A = ffff, B = 3cb2, Cin = 0, Cout = 1, S = 3cb1
A = ffff, B = 5b5d, Cin = 0, Cout = 1, S = 5b5c
A = ffff, B = 2875, Cin = 0, Cout = 1, S = 2874
A = ffff, B = ab6b, Cin = 0, Cout = 1, S = ab6a
A = ffff, B = 1bcd, Cin = 0, Cout = 1, S = 1bcc
A = ffff, B = 8f61, Cin = 0, Cout = 1, S = 8f60
A = ffff, B = ef5c, Cin = 0, Cout = 1, S = ef5b
A = ffff, B = e08c, Cin = 0, Cout = 1, S = e08b
A = ffff, B = be66, Cin = 0, Cout = 1, S = be65
A = ffff, B = a2ce, Cin = 0, Cout = 1, S = a2cd
A = ffff, B = 71b2, Cin = 0, Cout = 1, S = 71b1
A = ffff, B = a50d, Cin = 0, Cout = 1, S = a50c
A = ffff, B = 6c3f, Cin = 0, Cout = 1, S = 6c3e
A = ffff, B = 5b04, Cin = 0, Cout = 1, S = 5b03
A = ffff, B = d88a, Cin = 0, Cout = 1, S = d889
A = ffff, B = 1321, Cin = 0, Cout = 1, S = 1320
A = ffff, B = 5183, Cin = 0, Cout = 1, S = 5182
A = ffff, B = 90a4, Cin = 0, Cout = 1, S = 90a3
A = ffff, B = e310, Cin = 0, Cout = 1, S = e30f
A = ffff, B = 3e8c, Cin = 0, Cout = 1, S = 3e8b
A = ffff, B = 5ce3, Cin = 0, Cout = 1, S = 5ce2
A = ffff, B = 1d12, Cin = 0, Cout = 1, S = 1d11
A = ffff, B = 869d, Cin = 0, Cout = 1, S = 869c
A = ffff, B = 4cad, Cin = 0, Cout = 1, S = 4cac
A = ffff, B = 7940, Cin = 0, Cout = 1, S = 793f
A = ffff, B = 0b63, Cin = 0, Cout = 1, S = 0b62
A = ffff, B = d71b, Cin = 0, Cout = 1, S = d71a
A = ffff, B = 654c, Cin = 0, Cout = 1, S = 654b
A = ffff, B = 8c4a, Cin = 0, Cout = 1, S = 8c49
A = ffff, B = 60c5, Cin = 0, Cout = 1, S = 60c4
A = ffff, B = 0de9, Cin = 0, Cout = 1, S = 0de8
A = ffff, B = 3472, Cin = 0, Cout = 1, S = 3471
A = ffff, B = 6930, Cin = 0, Cout = 1, S = 692f
A = ffff, B = 84f7, Cin = 0, Cout = 1, S = 84f6
A = ffff, B = 363d, Cin = 0, Cout = 1, S = 363c
A = ffff, B = 62e7, Cin = 0, Cout = 1, S = 62e6
A = ffff, B = 0c50, Cin = 0, Cout = 1, S = 0c4f
A = ffff, B = b32c, Cin = 0, Cout = 1, S = b32b
A = ffff, B = 22da, Cin = 0, Cout = 1, S = 22d9
A = ffff, B = 27f2, Cin = 0, Cout = 1, S = 27f1
A = ffff, B = 95af, Cin = 0, Cout = 1, S = 95ae
A = ffff, B = c86f, Cin = 0, Cout = 1, S = c86e
A = ffff, B = 24bd, Cin = 0, Cout = 1, S = 24bc
A = ffff, B = 3eed, Cin = 0, Cout = 1, S = 3eec
A = ffff, B = 68bd, Cin = 0, Cout = 1, S = 68bc
A = ffff, B = 85ce, Cin = 0, Cout = 1, S = 85cd
A = ffff, B = 9c7e, Cin = 0, Cout = 1, S = 9c7d
A = ffff, B = db66, Cin = 0, Cout = 1, S = db65
A = ffff, B = a641, Cin = 0, Cout = 1, S = a640
A = ffff, B = 75a8, Cin = 0, Cout = 1, S = 75a7
A = ffff, B = d548, Cin = 0, Cout = 1, S = d547
A = ffff, B = 31f9, Cin = 0, Cout = 1, S = 31f8
A = ffff, B = a33c, Cin = 0, Cout = 1, S = a33b
A = ffff, B = 0421, Cin = 0, Cout = 1, S = 0420
A = ffff, B = c0c2, Cin = 0, Cout = 1, S = c0c1
A = ffff, B = f89a, Cin = 0, Cout = 1, S = f899
A = ffff, B = 173e, Cin = 0, Cout = 1, S = 173d
A = ffff, B = 4a0b, Cin = 0, Cout = 1, S = 4a0a
A = ffff, B = cdf5, Cin = 0, Cout = 1, S = cdf4
A = ffff, B = 415a, Cin = 0, Cout = 1, S = 4159
A = ffff, B = 9bbe, Cin = 0, Cout = 1, S = 9bbd
A = ffff, B = d3ad, Cin = 0, Cout = 1, S = d3ac
A = ffff, B = 7290, Cin = 0, Cout = 1, S = 728f
A = ffff, B = eea6, Cin = 0, Cout = 1, S = eea5
A = ffff, B = 433d, Cin = 0, Cout = 1, S = 433c
A = ffff, B = c25e, Cin = 0, Cout = 1, S = c25d
A = ffff, B = db5b, Cin = 0, Cout = 1, S = db5a
A = ffff, B = a379, Cin = 0, Cout = 1, S = a378
A = ffff, B = 9d09, Cin = 0, Cout = 1, S = 9d08
A = ffff, B = 746c, Cin = 0, Cout = 1, S = 746b
A = ffff, B = f884, Cin = 0, Cout = 1, S = f883
A = ffff, B = 860a, Cin = 0, Cout = 1, S = 8609
A = ffff, B = 9363, Cin = 0, Cout = 1, S = 9362
A = ffff, B = 8712, Cin = 0, Cout = 1, S = 8711
A = ffff, B = 62f7, Cin = 0, Cout = 1, S = 62f6
A = ffff, B = 3278, Cin = 0, Cout = 1, S = 3277
A = ff00, B = 0000, Cin = 0, Cout = 0, S = ff00
A = ff00, B = 0001, Cin = 0, Cout = 0, S = ff01
A = ff00, B = 1111, Cin = 0, Cout = 1, S = 1011
A = ff00, B = aaaa, Cin = 0, Cout = 1, S = a9aa
A = ff00, B = 5555, Cin = 0, Cout = 1, S = 5455
A = ff00, B = ffff, Cin = 0, Cout = 1, S = feff
A = ff00, B = ff00, Cin = 0, Cout = 1, S = fe00
A = ff00, B = 00ff, Cin = 0, Cout = 0, S = ffff
A = ff00, B = 7fff, Cin = 0, Cout = 1, S = 7eff
A = ff00, B = 8000, Cin = 0, Cout = 1, S = 7f00
A = ff00, B = f9e8, Cin = 0, Cout = 1, S = f8e8
A = ff00, B = c91b, Cin = 0, Cout = 1, S = c81b
A = ff00, B = fa50, Cin = 0, Cout = 1, S = f950
A = ff00, B = 92a3, Cin = 0, Cout = 1, S = 91a3
A = ff00, B = b84e, Cin = 0, Cout = 1, S = b74e
A = ff00, B = 7da2, Cin = 0, Cout = 1, S = 7ca2
A = ff00, B = 05a5, Cin = 0, Cout = 1, S = 04a5
A = ff00, B = 6ea1, Cin = 0, Cout = 1, S = 6da1
A = ff00, B = 6740, Cin = 0, Cout = 1, S = 6640
A = ff00, B = aa06, Cin = 0, Cout = 1, S = a906
A = ff00, B = 7707, Cin = 0, Cout = 1, S = 7607
A = ff00, B = 661e, Cin = 0, Cout = 1, S = 651e
A = ff00, B = aa27, Cin = 0, Cout = 1, S = a927
A = ff00, B = 9475, Cin = 0, Cout = 1, S = 9375
A = ff00, B = 3cb2, Cin = 0, Cout = 1, S = 3bb2
A = ff00, B = 5b5d, Cin = 0, Cout = 1, S = 5a5d
A = ff00, B = 2875, Cin = 0, Cout = 1, S = 2775
A = ff00, B = ab6b, Cin = 0, Cout = 1, S = aa6b
A = ff00, B = 1bcd, Cin = 0, Cout = 1, S = 1acd
A = ff00, B = 8f61, Cin = 0, Cout = 1, S = 8e61
A = ff00, B = ef5c, Cin = 0, Cout = 1, S = ee5c
A = ff00, B = e08c, Cin = 0, Cout = 1, S = df8c
A = ff00, B = be66, Cin = 0, Cout = 1, S = bd66
A = ff00, B = a2ce, Cin = 0, Cout = 1, S = a1ce
A = ff00, B = 71b2, Cin = 0, Cout = 1, S = 70b2
A = ff00, B = a50d, Cin = 0, Cout = 1, S = a40d
A = ff00, B = 6c3f, Cin = 0, Cout = 1, S = 6b3f
A = ff00, B = 5b04, Cin = 0, Cout = 1, S = 5a04
A = ff00, B = d88a, Cin = 0, Cout = 1, S = d78a
A = ff00, B = 1321, Cin = 0, Cout = 1, S = 1221
A = ff00, B = 5183, Cin = 0, Cout = 1, S = 5083
A = ff00, B = 90a4, Cin = 0, Cout = 1, S = 8fa4
A = ff00, B = e310, Cin = 0, Cout = 1, S = e210
A = ff00, B = 3e8c, Cin = 0, Cout = 1, S = 3d8c
A = ff00, B = 5ce3, Cin = 0, Cout = 1, S = 5be3
A = ff00, B = 1d12, Cin = 0, Cout = 1, S = 1c12
A = ff00, B = 869d, Cin = 0, Cout = 1, S = 859d
A = ff00, B = 4cad, Cin = 0, Cout = 1, S = 4bad
A = ff00, B = 7940, Cin = 0, Cout = 1, S = 7840
A = ff00, B = 0b63, Cin = 0, Cout = 1, S = 0a63
A = ff00, B = d71b, Cin = 0, Cout = 1, S = d61b
A = ff00, B = 654c, Cin = 0, Cout = 1, S = 644c
A = ff00, B = 8c4a, Cin = 0, Cout = 1, S = 8b4a
A = ff00, B = 60c5, Cin = 0, Cout = 1, S = 5fc5
A = ff00, B = 0de9, Cin = 0, Cout = 1, S = 0ce9
A = ff00, B = 3472, Cin = 0, Cout = 1, S = 3372
A = ff00, B = 6930, Cin = 0, Cout = 1, S = 6830
A = ff00, B = 84f7, Cin = 0, Cout = 1, S = 83f7
A = ff00, B = 363d, Cin = 0, Cout = 1, S = 353d
A = ff00, B = 62e7, Cin = 0, Cout = 1, S = 61e7
A = ff00, B = 0c50, Cin = 0, Cout = 1, S = 0b50
A = ff00, B = b32c, Cin = 0, Cout = 1, S = b22c
A = ff00, B = 22da, Cin = 0, Cout = 1, S = 21da
A = ff00, B = 27f2, Cin = 0, Cout = 1, S = 26f2
A = ff00, B = 95af, Cin = 0, Cout = 1, S = 94af
A = ff00, B = c86f, Cin = 0, Cout = 1, S = c76f
A = ff00, B = 24bd, Cin = 0, Cout = 1, S = 23bd
A = ff00, B = 3eed, Cin = 0, Cout = 1, S = 3ded
A = ff00, B = 68bd, Cin = 0, Cout = 1, S = 67bd
A = ff00, B = 85ce, Cin = 0, Cout = 1, S = 84ce
A = ff00, B = 9c7e, Cin = 0, Cout = 1, S = 9b7e
A = ff00, B = db66, Cin = 0, Cout = 1, S = da66
A = ff00, B = a641, Cin = 0, Cout = 1, S = a541
A = ff00, B = 75a8, Cin = 0, Cout = 1, S = 74a8
A = ff00, B = d548, Cin = 0, Cout = 1, S = d448
A = ff00, B = 31f9, Cin = 0, Cout = 1, S = 30f9
A = ff00, B = a33c, Cin = 0, Cout = 1, S = a23c
A = ff00, B = 0421, Cin = 0, Cout = 1, S = 0321
A = ff00, B = c0c2, Cin = 0, Cout = 1, S = bfc2
A = ff00, B = f89a, Cin = 0, Cout = 1, S = f79a
A = ff00, B = 173e, Cin = 0, Cout = 1, S = 163e
A = ff00, B = 4a0b, Cin = 0, Cout = 1, S = 490b
A = ff00, B = cdf5, Cin = 0, Cout = 1, S = ccf5
A = ff00, B = 415a, Cin = 0, Cout = 1, S = 405a
A = ff00, B = 9bbe, Cin = 0, Cout = 1, S = 9abe
A = ff00, B = d3ad, Cin = 0, Cout = 1, S = d2ad
A = ff00, B = 7290, Cin = 0, Cout = 1, S = 7190
A = ff00, B = eea6, Cin = 0, Cout = 1, S = eda6
A = ff00, B = 433d, Cin = 0, Cout = 1, S = 423d
A = ff00, B = c25e, Cin = 0, Cout = 1, S = c15e
A = ff00, B = db5b, Cin = 0, Cout = 1, S = da5b
A = ff00, B = a379, Cin = 0, Cout = 1, S = a279
A = ff00, B = 9d09, Cin = 0, Cout = 1, S = 9c09
A = ff00, B = 746c, Cin = 0, Cout = 1, S = 736c
A = ff00, B = f884, Cin = 0, Cout = 1, S = f784
A = ff00, B = 860a, Cin = 0, Cout = 1, S = 850a
A = ff00, B = 9363, Cin = 0, Cout = 1, S = 9263
A = ff00, B = 8712, Cin = 0, Cout = 1, S = 8612
A = ff00, B = 62f7, Cin = 0, Cout = 1, S = 61f7
A = ff00, B = 3278, Cin = 0, Cout = 1, S = 3178
A = 00ff, B = 0000, Cin = 0, Cout = 0, S = 00ff
A = 00ff, B = 0001, Cin = 0, Cout = 0, S = 0100
A = 00ff, B = 1111, Cin = 0, Cout = 0, S = 1210
A = 00ff, B = aaaa, Cin = 0, Cout = 0, S = aba9
A = 00ff, B = 5555, Cin = 0, Cout = 0, S = 5654
A = 00ff, B = ffff, Cin = 0, Cout = 1, S = 00fe
A = 00ff, B = ff00, Cin = 0, Cout = 0, S = ffff
A = 00ff, B = 00ff, Cin = 0, Cout = 0, S = 01fe
A = 00ff, B = 7fff, Cin = 0, Cout = 0, S = 80fe
A = 00ff, B = 8000, Cin = 0, Cout = 0, S = 80ff
A = 00ff, B = f9e8, Cin = 0, Cout = 0, S = fae7
A = 00ff, B = c91b, Cin = 0, Cout = 0, S = ca1a
A = 00ff, B = fa50, Cin = 0, Cout = 0, S = fb4f
A = 00ff, B = 92a3, Cin = 0, Cout = 0, S = 93a2
A = 00ff, B = b84e, Cin = 0, Cout = 0, S = b94d
A = 00ff, B = 7da2, Cin = 0, Cout = 0, S = 7ea1
A = 00ff, B = 05a5, Cin = 0, Cout = 0, S = 06a4
A = 00ff, B = 6ea1, Cin = 0, Cout = 0, S = 6fa0
A = 00ff, B = 6740, Cin = 0, Cout = 0, S = 683f
A = 00ff, B = aa06, Cin = 0, Cout = 0, S = ab05
A = 00ff, B = 7707, Cin = 0, Cout = 0, S = 7806
A = 00ff, B = 661e, Cin = 0, Cout = 0, S = 671d
A = 00ff, B = aa27, Cin = 0, Cout = 0, S = ab26
A = 00ff, B = 9475, Cin = 0, Cout = 0, S = 9574
A = 00ff, B = 3cb2, Cin = 0, Cout = 0, S = 3db1
A = 00ff, B = 5b5d, Cin = 0, Cout = 0, S = 5c5c
A = 00ff, B = 2875, Cin = 0, Cout = 0, S = 2974
A = 00ff, B = ab6b, Cin = 0, Cout = 0, S = ac6a
A = 00ff, B = 1bcd, Cin = 0, Cout = 0, S = 1ccc
A = 00ff, B = 8f61, Cin = 0, Cout = 0, S = 9060
A = 00ff, B = ef5c, Cin = 0, Cout = 0, S = f05b
A = 00ff, B = e08c, Cin = 0, Cout = 0, S = e18b
A = 00ff, B = be66, Cin = 0, Cout = 0, S = bf65
A = 00ff, B = a2ce, Cin = 0, Cout = 0, S = a3cd
A = 00ff, B = 71b2, Cin = 0, Cout = 0, S = 72b1
A = 00ff, B = a50d, Cin = 0, Cout = 0, S = a60c
A = 00ff, B = 6c3f, Cin = 0, Cout = 0, S = 6d3e
A = 00ff, B = 5b04, Cin = 0, Cout = 0, S = 5c03
A = 00ff, B = d88a, Cin = 0, Cout = 0, S = d989
A = 00ff, B = 1321, Cin = 0, Cout = 0, S = 1420
A = 00ff, B = 5183, Cin = 0, Cout = 0, S = 5282
A = 00ff, B = 90a4, Cin = 0, Cout = 0, S = 91a3
A = 00ff, B = e310, Cin = 0, Cout = 0, S = e40f
A = 00ff, B = 3e8c, Cin = 0, Cout = 0, S = 3f8b
A = 00ff, B = 5ce3, Cin = 0, Cout = 0, S = 5de2
A = 00ff, B = 1d12, Cin = 0, Cout = 0, S = 1e11
A = 00ff, B = 869d, Cin = 0, Cout = 0, S = 879c
A = 00ff, B = 4cad, Cin = 0, Cout = 0, S = 4dac
A = 00ff, B = 7940, Cin = 0, Cout = 0, S = 7a3f
A = 00ff, B = 0b63, Cin = 0, Cout = 0, S = 0c62
A = 00ff, B = d71b, Cin = 0, Cout = 0, S = d81a
A = 00ff, B = 654c, Cin = 0, Cout = 0, S = 664b
A = 00ff, B = 8c4a, Cin = 0, Cout = 0, S = 8d49
A = 00ff, B = 60c5, Cin = 0, Cout = 0, S = 61c4
A = 00ff, B = 0de9, Cin = 0, Cout = 0, S = 0ee8
A = 00ff, B = 3472, Cin = 0, Cout = 0, S = 3571
A = 00ff, B = 6930, Cin = 0, Cout = 0, S = 6a2f
A = 00ff, B = 84f7, Cin = 0, Cout = 0, S = 85f6
A = 00ff, B = 363d, Cin = 0, Cout = 0, S = 373c
A = 00ff, B = 62e7, Cin = 0, Cout = 0, S = 63e6
A = 00ff, B = 0c50, Cin = 0, Cout = 0, S = 0d4f
A = 00ff, B = b32c, Cin = 0, Cout = 0, S = b42b
A = 00ff, B = 22da, Cin = 0, Cout = 0, S = 23d9
A = 00ff, B = 27f2, Cin = 0, Cout = 0, S = 28f1
A = 00ff, B = 95af, Cin = 0, Cout = 0, S = 96ae
A = 00ff, B = c86f, Cin = 0, Cout = 0, S = c96e
A = 00ff, B = 24bd, Cin = 0, Cout = 0, S = 25bc
A = 00ff, B = 3eed, Cin = 0, Cout = 0, S = 3fec
A = 00ff, B = 68bd, Cin = 0, Cout = 0, S = 69bc
A = 00ff, B = 85ce, Cin = 0, Cout = 0, S = 86cd
A = 00ff, B = 9c7e, Cin = 0, Cout = 0, S = 9d7d
A = 00ff, B = db66, Cin = 0, Cout = 0, S = dc65
A = 00ff, B = a641, Cin = 0, Cout = 0, S = a740
A = 00ff, B = 75a8, Cin = 0, Cout = 0, S = 76a7
A = 00ff, B = d548, Cin = 0, Cout = 0, S = d647
A = 00ff, B = 31f9, Cin = 0, Cout = 0, S = 32f8
A = 00ff, B = a33c, Cin = 0, Cout = 0, S = a43b
A = 00ff, B = 0421, Cin = 0, Cout = 0, S = 0520
A = 00ff, B = c0c2, Cin = 0, Cout = 0, S = c1c1
A = 00ff, B = f89a, Cin = 0, Cout = 0, S = f999
A = 00ff, B = 173e, Cin = 0, Cout = 0, S = 183d
A = 00ff, B = 4a0b, Cin = 0, Cout = 0, S = 4b0a
A = 00ff, B = cdf5, Cin = 0, Cout = 0, S = cef4
A = 00ff, B = 415a, Cin = 0, Cout = 0, S = 4259
A = 00ff, B = 9bbe, Cin = 0, Cout = 0, S = 9cbd
A = 00ff, B = d3ad, Cin = 0, Cout = 0, S = d4ac
A = 00ff, B = 7290, Cin = 0, Cout = 0, S = 738f
A = 00ff, B = eea6, Cin = 0, Cout = 0, S = efa5
A = 00ff, B = 433d, Cin = 0, Cout = 0, S = 443c
A = 00ff, B = c25e, Cin = 0, Cout = 0, S = c35d
A = 00ff, B = db5b, Cin = 0, Cout = 0, S = dc5a
A = 00ff, B = a379, Cin = 0, Cout = 0, S = a478
A = 00ff, B = 9d09, Cin = 0, Cout = 0, S = 9e08
A = 00ff, B = 746c, Cin = 0, Cout = 0, S = 756b
A = 00ff, B = f884, Cin = 0, Cout = 0, S = f983
A = 00ff, B = 860a, Cin = 0, Cout = 0, S = 8709
A = 00ff, B = 9363, Cin = 0, Cout = 0, S = 9462
A = 00ff, B = 8712, Cin = 0, Cout = 0, S = 8811
A = 00ff, B = 62f7, Cin = 0, Cout = 0, S = 63f6
A = 00ff, B = 3278, Cin = 0, Cout = 0, S = 3377
A = 7fff, B = 0000, Cin = 0, Cout = 0, S = 7fff
A = 7fff, B = 0001, Cin = 0, Cout = 0, S = 8000
A = 7fff, B = 1111, Cin = 0, Cout = 0, S = 9110
A = 7fff, B = aaaa, Cin = 0, Cout = 1, S = 2aa9
A = 7fff, B = 5555, Cin = 0, Cout = 0, S = d554
A = 7fff, B = ffff, Cin = 0, Cout = 1, S = 7ffe
A = 7fff, B = ff00, Cin = 0, Cout = 1, S = 7eff
A = 7fff, B = 00ff, Cin = 0, Cout = 0, S = 80fe
A = 7fff, B = 7fff, Cin = 0, Cout = 0, S = fffe
A = 7fff, B = 8000, Cin = 0, Cout = 0, S = ffff
A = 7fff, B = f9e8, Cin = 0, Cout = 1, S = 79e7
A = 7fff, B = c91b, Cin = 0, Cout = 1, S = 491a
A = 7fff, B = fa50, Cin = 0, Cout = 1, S = 7a4f
A = 7fff, B = 92a3, Cin = 0, Cout = 1, S = 12a2
A = 7fff, B = b84e, Cin = 0, Cout = 1, S = 384d
A = 7fff, B = 7da2, Cin = 0, Cout = 0, S = fda1
A = 7fff, B = 05a5, Cin = 0, Cout = 0, S = 85a4
A = 7fff, B = 6ea1, Cin = 0, Cout = 0, S = eea0
A = 7fff, B = 6740, Cin = 0, Cout = 0, S = e73f
A = 7fff, B = aa06, Cin = 0, Cout = 1, S = 2a05
A = 7fff, B = 7707, Cin = 0, Cout = 0, S = f706
A = 7fff, B = 661e, Cin = 0, Cout = 0, S = e61d
A = 7fff, B = aa27, Cin = 0, Cout = 1, S = 2a26
A = 7fff, B = 9475, Cin = 0, Cout = 1, S = 1474
A = 7fff, B = 3cb2, Cin = 0, Cout = 0, S = bcb1
A = 7fff, B = 5b5d, Cin = 0, Cout = 0, S = db5c
A = 7fff, B = 2875, Cin = 0, Cout = 0, S = a874
A = 7fff, B = ab6b, Cin = 0, Cout = 1, S = 2b6a
A = 7fff, B = 1bcd, Cin = 0, Cout = 0, S = 9bcc
A = 7fff, B = 8f61, Cin = 0, Cout = 1, S = 0f60
A = 7fff, B = ef5c, Cin = 0, Cout = 1, S = 6f5b
A = 7fff, B = e08c, Cin = 0, Cout = 1, S = 608b
A = 7fff, B = be66, Cin = 0, Cout = 1, S = 3e65
A = 7fff, B = a2ce, Cin = 0, Cout = 1, S = 22cd
A = 7fff, B = 71b2, Cin = 0, Cout = 0, S = f1b1
A = 7fff, B = a50d, Cin = 0, Cout = 1, S = 250c
A = 7fff, B = 6c3f, Cin = 0, Cout = 0, S = ec3e
A = 7fff, B = 5b04, Cin = 0, Cout = 0, S = db03
A = 7fff, B = d88a, Cin = 0, Cout = 1, S = 5889
